Class,level2,Categories,Number,Words
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,551. Record ,"trace, vestige, relic, remains, scar, cicatrix, footstep, footmark, footprint, pug, track, mark, wake, trail, scent, piste, monument, hatchment, slab, tablet, trophy, achievement, obelisk, pillar, column, monolith, memorial, memento, memory, testimonial, medal, commemoration, celebration, record, note, minute, register, registry, roll, list, cartulary, diptych, domesday, book, catalogue, raisonne, fr, entry, memorandum, indorsement, inscription, copy, duplicate, docket, notch, mark, muniment, deed, security, document, deposition, proces, verbal, fr, affidavit, certificate, evidence, notebook, memorandum, book, memo, book, pocketbook, commonplace, book, portfolio, pigeonholes, excerpta, adversaria, jottings, dottings, gazette, gazetteer, newspaper, daily, magazine, almanac, almanack, calendar, ephemeris, diary, log, journal, daybook, ledger, cashbook, petty, cashbook, professional, journal, scientific, literature, literature, primary, literature, secondary, literature, article, review, article, archive, scroll, state, paper, return, blue, book, statistics, compte, rendu, fr, acts, transactions, proceedings, hansards, debates, chronicle, annals, legend, history, biography, congressional, records, registration, registry, enrollment, inrollment, tabulation, entry, booking, signature, identification, recorder, journalism, analog, recording, media, recording, tape, recording, videotape, digital, recording, media, compact, disk, floppy, disk, diskette, hard, disk, winchester, disk, readonly, memory, rom, write, read, mostly, memory, worm, record, put, record, place, record, chronicle, calendar, hand, posterity, keep, memory, remember, commemorate, celebrate, report, inform, write, commit, writing, reduce, writing, put, writing, set, writing, writing, black, white, put, jot, take, write, note, set, note, minute, put, paper, take, note, make, note, take, minute, take, memorandum, make, return, mark, indicate, sign, attest, enter, book, post, post, insert, make, entry, mark, tick, register, enroll, inscroll, file, store, burn, memory, carve, stone, record, exegi, monumentum, aere, perennium, horace, read, history, nations, eyes, gray, records, defy, tooth, time, young"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,552. Obliteration ,"obliteration, erasure, rasure, cancel, cancellation, circumduction, deletion, blot, tabula, rasa, effacement, extinction, efface, obliterate, erase, raze, rase, expunge, cancel, blot, take, rub, scratch, strike, wipe, wash, sponge, wipe, rub, wipe, away, deface, render, illegible, draw, pen, apply, sponge, effaced, leave, trace, leave, rack, behind, obliterated, print, printless, leaving, trace, intestate, unrecorded, unregistered, unwritten, int, dele, delenda, est, carthago, cato"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,553. Recorder ,"recorder, notary, clerk, registrar, registrary, register, prothonotary, law, amanuensis, secretary, scribe, babu, remembrancer, bookkeeper, custos, rotulorum, master, rolls, annalist, historian, historiographer, chronicler, journalist, biographer, narrator, antiquary, antiquity, memorialist, interviewer"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,554. Representation ,"representation, representment, imitation, illustration, delineation, depictment, imagery, portraiture, iconography, design, designing, art, fine, arts, painting, sculpture, engraving, photography, cinematography, radiography, autoradiography, bioch, fluorography, chem, sciagraphy, personation, personification, impersonation, drama, picture, photo, photograph, daguerreotype, snapshot, xray, photo, movie, film, movie, tracing, scan, tv, image, video, image, image, file, graphics, computer, graphics, televideo, closedcircuit, tv, copy, drawing, sketch, drought, draft, plot, chart, figure, scheme, image, likeness, icon, portrait, striking, likeness, speaking, likeness, image, effigy, facsimile, figure, figure, head, puppet, doll, figurine, aglet, manikin, layfigure, model, mammet, marionette, fantoccini, waxwork, bust, statue, statuette, ideograph, hieroglyphic, anaglyph, kanji, jap, diagram, monogram, map, plan, chart, ground, plan, projection, elevation, plan, ichnography, cartography, atlas, outline, scheme, view, painting, radiograph, scotograph, sciagraph, spectrogram, heliogram, represent, delineate, depict, depicture, portray, take, likeness, catch, likeness, hit, photograph, daguerreotype, snapshot, figure, shadow, forth, shadow, adumbrate, body, forth, describe, trace, copy, mold, dress, illustrate, symbolize, paint, carve, engrave, personate, personify, impersonate, assume, character, pose, act, play, drama, mimic, imitate, hold, mirror, nature, represent, representing, representative, illustrative, slang, represented, imitative, figurative, iconic, like, graphic, descriptive, cinquecento, quattrocento, fr, trecento"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,555. Misrepresentation ,"misrepresentation, distortion, caricatura, exaggeration, daubing, bad, likeness, daub, sign, painting, scratch, caricature, anamorphosis, burlesque, falsification, misstatement, parody, lampoon, takeoff, travesty, misrepresent, distort, overdraw, exaggerate, caricature, daub, burlesque, parody, travesty, misrepresented"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,556. Painting ,"painting, depicting, drawing, design, perspective, sciagraphy, skiagraphy, chiaroscuro, light, composition, treatment, historical, painting, portrait, painting, miniature, painting, landscape, painting, marine, painting, still, life, flower, painting, scene, painting, scenography, school, style, grand, style, high, art, genre, portraiture, ornamental, art, monochrome, polychrome, grisaille, fr, pallet, palette, easel, brush, pencil, stump, black, lead, charcoal, crayons, chalk, pastel, paint, coloring, matter, watercolor, body, color, oil, color, oils, oil, paint, varnish, priming, gouache, tempera, distemper, fresco, water, glass, enamel, encaustic, painting, mosaic, tapestry, photography, heliography, color, photography, sun, painting, graphics, computer, graphics, picture, painting, piece, fr, tableau, canvas, oil, painting, fresco, cartoon, easel, picture, cabinet, picture, draught, draft, pencil, drawing, water, color, drawing, etching, charcoal, penandink, sketch, outline, study, photograph, color, photograph, blackandwhite, photograph, holograph, heliograph, daguerreotype, talbotype, calotype, heliotype, negative, positive, print, glossy, print, matte, print, enlargement, reduction, lifesize, print, instant, photo, polaroid, photo, technicolor, kodachrome, ektachrome, polaroid, portrait, representation, whole, length, full, length, half, length, kitcat, head, miniature, shade, silhouette, profile, landscape, seapiece, view, scene, prospect, panorama, diorama, still, life, picture, gallery, exhibit, studio, atelier, pinacotheca, paint, design, limn, draw, sketch, pencil, scratch, shade, stipple, hatch, dash, chalk, square, color, dead, color, wash, varnish, draw, pencil, paint, oils, stencil, depict, represent, painted, pictorial, graphic, picturesque, pencil, oil, pencil, fecit, delineavit, mutum, est, pictura, poema"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,557. Sculpture ,"sculpture, insculpture, carving, statuary, high, relief, low, relief, bas, relief, fr, relief, relieve, bassorilievo, altorilievo, mezzorilievo, intaglio, anaglyph, medal, medallion, cameo, marble, bronze, terra, cotta, sp, papiermache, ceramic, ware, pottery, porcelain, china, earthenware, cloisonne, enamel, faience, laocoon, satsuma, statue, image, cast, copy, glyptotheca, sculpture, carve, cut, chisel, model, mold, cast, slang, sculptured, relief, anaglyptic, ceroplastic, ceramic, parian, marble, xanthian"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,558. Engraving ,"engraving, chalcography, line, engraving, mezzotint, engraving, stipple, engraving, chalk, engraving, dry, point, bur, etching, aquatinta, chiseling, plate, engraving, copperplate, engraving, steel, engraving, wood, engraving, xylography, lignography, glyptography, cerography, lithography, chromolithography, photolithography, zincography, glyphography, xylograph, lignograph, glyptograph, cerograph, lithograph, chromolithograph, photolithograph, zincograph, glyphograph, holograph, impression, print, engraving, plate, steelplate, copperplate, etching, mezzotint, aquatint, lithotint, cut, woodcut, stereotype, graphotype, autotype, heliotype, graver, burin, etching, point, style, plate, stone, wood, block, negative, die, punch, stamp, printing, plate, printing, copperplate, printing, anastatic, printing, color, printing, lithographic, printing, type, printing, threecolor, process, illustration, illumination, half, tone, photogravure, vignette, initial, letter, cul, de, lampe, fr, tailpiece, person, inscribes, stone, lapidary, lapidarian, engrave, grave, stipple, scrape, etch, bite, bite, lithograph, print, insculptured, engraved, inscriptions, stone, lapidary, sculpsit, imprimit"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,559. Artist ,"artist, painter, limner, drawer, sketcher, designer, engraver, master, old, master, draftsman, draughtsman, copyist, dauber, hack, enamel, enameler, enamelist, caricaturist, historical, painter, landscape, painter, marine, painter, flower, painter, portrait, painter, miniature, painter, miniaturist, scene, painter, sign, painter, coach, painter, engraver, apelles, sculptor, carver, chaser, modeler, figuriste, statuary, phidias, praxiteles, royal, academician, photographer, cinematographer, lensman, cameraman, camera, technician, camera, buff, wildlife, photographer, photo, safari, gun, camera, conventional, means, language, generally"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,560. Language ,"language, phraseology, speech, tongue, lingo, vernacular, mother, tongue, vulgar, tongue, native, tongue, household, words, kings, english, queens, english, dialect, confusion, tongues, babel, pasigraphie, pantomime, signs, onomatopoeia, betacism, mimmation, myatism, nunnation, pasigraphy, lexicology, philology, glossology, glottology, linguistics, chrestomathy, paleology, paleography, comparative, grammar, literature, letters, polite, literature, belles, lettres, fr, muses, humanities, literae, humaniores, republic, letters, dead, languages, classics, genius, language, scholarship, scholar, express, words, lingual, linguistic, dialectic, vernacular, current, bilingual, diglot, hexaglot, polyglot, literary, syllables, govern, world, selden"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,561. Letter ,"letter, character, hieroglyphic, writing, type, printing, capitals, digraph, trigraph, ideogram, ideograph, majuscule, minuscule, majuscule, minuscule, alphabet, abc, abecedary, christcrossrow, consonant, vowel, diphthong, triphthong, gramm, mute, liquid, labial, dental, guttural, syllable, monosyllable, dissyllable, polysyllable, affix, suffix, spelling, orthograph, phonography, phonetic, spelling, anagrammatism, metagrammatism, cipher, monogram, anagram, doubleacrostic, spell, literal, alphabetical, abecedarian, syllabic, majuscular, minuscular, uncial, writing"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,562. Word ,"word, term, vocable, name, phrase, root, etymon, derivative, part, speech, grammar, ideophone, dictionary, vocabulary, lexicon, glossary, index, concordance, thesaurus, gradus, delectus, etymology, derivation, glossology, terminology, orismology, paleology, philology, lexicography, glossographer, scholar, lexicologist, verbarian, verbal, literal, titular, nominal, conjugate, similarly, derived, paronymous, derivative, verbally, verbatim, exactly, artillery, words, swift"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,563. Neologism ,"neology, neologism, newfangled, expression, nonce, expression, backformation, caconym, barbarism, archaism, black, letter, monkish, latin, corruption, missaying, malapropism, antiphrasis, pun, paranomasia, play, upon, words, word, play, wit, doubleentendre, fr, ambiguity, palindrome, paragram, anagram, clinch, abuse, language, abuse, terms, dialect, brogue, idiom, accent, patois, provincialism, regionalism, localism, broken, english, lingua, franca, anglicism, briticism, gallicism, scotticism, hibernicism, americanism, gypsy, lingo, romany, pidgin, pidgin, english, pigeon, english, volapuk, chinook, esperanto, hindustani, kitchen, kaffir, dog, latin, macaronics, gibberish, confusion, tongues, babel, babu, english, chichi, figure, speech, metaphor, byword, colloquialism, informal, speech, informal, language, substandard, language, vernacular, vulgar, language, obscene, language, obscenity, vulgarity, jargon, technical, terms, technicality, lingo, slang, cant, argot, st, giles, greek, thieves, latin, peddlers, french, flash, tongue, billingsgate, wall, street, slang, pseudology, pseudonym, misnomer, mr, soandso, wha, dye, call, em, whatchacallim, whats, name, thingummy, thingumbob, je, ne, sais, quoi, fr, neologist, coiner, words, coin, words, coin, term, backform, americanize, anglicize, neologic, neological, archaic, obsolete, old, colloquial, anglice"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,564. Nomenclature ,"nomenclature, naming, nuncupation, nomination, baptism, orismology, onomatopoeia, antonomasia, name, appelation, appelative, designation, title, heading, rubric, caption, denomination, byname, epithet, style, proper, name, praenomen, agnomen, cognomen, patronymic, surname, cognomination, eponym, compellation, description, antonym, empty, title, empty, name, handle, ones, name, namesake, term, expression, noun, byword, convertible, terms, technical, term, cant, name, call, term, denominate, designate, style, entitle, clepe, dub, christen, baptize, characterize, specify, define, distinguish, name, label, mark, called, take, name, bean, name, go, name, known, name, go, name, pass, name, rejoice, name, named, hight, ycleped, known, one, may, well, call, fairly, call, properly, call, fitly, nuncupatory, nuncupative, cognominal, titular, nominal, orismological, beggard, description, antony, cleopatra"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,565. Misnomer ,"misnomer, lucus, lucendo, mrs, malaprop, dye, call, em, neologism, hoosier, nickname, sobriquet, byname, assumed, name, assumed, title, alias, nom, de, course, nom, de, theatre, nom, de, guerre, fr, nom, de, plume, pseudonym, pseudonymy, misname, miscall, misterm, nickname, assume, name, misnamed, pseudonymous, soidisant, fr, self, called, self, styled, self, christened, socalled, nameless, anonymous, without, name, innominate, unnamed, unacknowledged, sense"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,566. Phrase ,"phrase, expression, set, phrase, sentence, paragraph, figure, speech, idiom, idiotism, turn, expression, style, paraphrase, synonym, periphrase, circumlocution, motto, proverb, phraseology, express, phrase, word, word, give, words, give, expression, voice, arrange, words, clothe, words, put, words, express, words, couch, terms, find, words, express, speak, card, call, denominate, designate, dub, expressed, idiomatic, round, terms, set, terms, good, set, terms, set, terms, set, phrases"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,567. Grammar ,"grammar, accidence, syntax, praxis, punctuation, parts, speech, jussive, syllabication, inflection, case, declension, conjugation, us, et, norma, loquendi, lindley, murray, schoolbook, correct, style, philology, language, parse, punctuate, syllabicate"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,568. Solecism ,"solecism, bad, grammar, false, grammar, faulty, grammar, slip, pen, slip, tongue, lapsus, linguae, slipslop, bull, barbarism, impropriety, use, bad, grammar, faulty, grammar, solecize, commit, solecism, murder, kings, english, murder, queens, english, break, priscians, head, ungrammatical, incorrect, inaccurate, faulty, improper, incongruous, solecistic, solecistical"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,569. Style ,"style, diction, phraseology, wording, manner, strain, composition, mode, expression, choice, words, mode, speech, literary, power, ready, pen, pen, ready, writer, command, language, eloquence, authorship, la, morgue, litteraire, fr, express, words, write, le, style, cest, de, lhomme, buffon, style, dress, thoughts, chesterfield, various, qualities, style"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,570. Perspicuity ,"perspicuity, perspicuousness, intelligibility, plain, speaking, manifestation, definiteness, definition, exactness, explicitness, lucidness, lucid, intelligible, explicit, manifest, exact"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,571. Obscurity ,"obscurity, unintelligibility, involution, hard, words, ambiguity, unintelligibleness, vagueness, inexactness, dye, call, em, neologism, darkness, meaning, obscure, crabbed, involved, confused"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,572. Conciseness ,"conciseness, brevity, soul, wit, laconism, tacitus, ellipsis, syncope, abridgment, shortening, compression, epitome, monostich, brunch, word, portmanteau, word, concise, condense, abridge, abstract, come, point, concise, brief, short, terse, close, point, exact, neat, compact, compressed, condensed, pointed, laconic, curt, pithy, trenchant, summary, pregnant, compendious, compendium, succinct, elliptical, epigrammatic, quaint, crisp, sententious, concisely, briefly, summarily, brief, short, word, words, shortness, sake, come, point, make, long, story, short, cut, matter, short, brief, comes, long, short, brevis, esse, laboro, obscurus, fio, horace"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,573. Diffuseness ,"diffuseness, amplification, dilating, verbosity, verbiage, cloud, words, copia, verborum, flow, words, loquacity, looseness, polylogy, tautology, battology, perissology, pleonasm, exuberance, redundancy, thricetold, tale, prolixity, circumlocution, ambages, periphrase, periphrasis, roundabout, phrases, episode, expletive, pennyalining, richness, diffuse, run, descant, expatiate, enlarge, dilate, amplify, expand, inflate, launch, branch, rant, maunder, prose, harp, upon, repeat, dwell, insist, upon, digress, ramble, battre, la, campagne, fr, beat, bush, perorate, spin, long, yarn, protract, spin, swell, draw, battologize, diffuse, profuse, wordy, verbose, largiloquent, copious, exuberant, pleonastic, lengthy, longsome, longwinded, longspun, long, drawn, spun, protracted, prolix, prosing, maundering, circumlocutory, periphrastic, ambagious, roundabout, digressive, discursive, excursive, loose, rambling, episodic, flatulent, frothy, diffusely, large, extenso"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,574. Vigor ,"vigor, power, force, boldness, raciness, intellectual, force, spirit, point, antithesis, piquance, piquancy, verve, glow, fire, warmth, strong, language, gravity, sententiousness, elevation, loftiness, sublimity, eloquence, command, words, command, language, vigorous, nervous, powerful, forcible, trenchant, incisive, impressive, sensational, spirited, lively, glowing, sparkling, racy, bold, slashing, pungent, piquant, full, point, pointed, pithy, antithetical, sententious, lofty, elevated, sublime, eloquent, vehement, petulant, impassioned, poetic, glowing, terms, good, set, terms, measured, terms, thoughts, breath, words, burn, gray"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,575. Feebleness ,"feebleness, feeble, bald, tame, meager, jejune, vapid, bland, trashy, lukewarm, cold, frigid, poor, dull, dry, languid, colorless, enervated, proposing, prosy, prosaic, unvaried, monotonous, weak, washy, wishywashy, sketchy, slight, careless, slovenly, loose, lax, negligent, slipshod, slipslop, inexact, puerile, childish, flatulent, rambling, diffuse"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,576. Plainness ,"plainness, simplicity, severity, plain, terms, plain, english, saxon, english, household, words, call, spade, spade, plunge, medias, res, come, point, plain, simple, unornamented, unadorned, unvarnished, homely, homespun, neat, severe, chaste, pure, saxon, commonplace, matteroffact, natural, prosaic, dry, unvaried, monotonous, plain, terms, plain, words, plain, english, plain, common, parlance, pointblank"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,577. Ornament ,"ornament, floridness, turgidity, turgescence, altiloquence, declamation, teratology, wellrounded, periods, elegance, orotundity, inversion, antithesis, alliteration, paronomasia, figurativeness, metaphor, flourish, flowers, speech, flowers, rhetoric, frills, style, euphuism, euphemism, bigsounding, words, highsounding, words, macrology, sesquipedalia, verba, alexandrine, inflation, pretension, rant, bombast, fustian, prose, run, mad, fine, writing, sesquipedality, minerva, press, phrasemonger, euphuist, euphemist, ornament, overlay, ornament, overcharge, smell, lamp, ornament, beautified, ornate, florid, rich, flowery, euphuistic, euphemistic, sonorous, highsounding, bigsounding, inflated, swelling, tumid, turgid, turgescent, pedantic, pompous, stilted, orotund, high, flown, high, flowing, sententious, rhetorical, declamatory, grandiose, grandiloquent, magniloquent, altiloquent, sesquipedal, sesquipedalian, johnsonian, mouthy, bombastic, fustian, frothy, flashy, flaming, antithetical, alliterative, figurative, artificial, inelegant, ore, rutundo"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,578. Elegance ,"elegance, purity, grace, ease, gracefulness, readiness, concinnity, euphony, numerosity, atticism, classicalism, classicism, well, rounded, periods, well, turned, periods, flowing, periods, right, word, right, place, antithesis, purist, slang, point, antithesis, round, period, elegant, polished, classical, attic, correct, ciceronian, artistic, chaste, pure, saxon, academical, graceful, easy, readable, fluent, flowing, tripping, unaffected, natural, unlabored, mellifluous, euphonious, euphemism, euphemistic, numerose, rhythmical, felicitous, happy, neat, well, put, neatly, put, well, expressed, neatly, expressed"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,579. Inelegance ,"inelegance, stiffness, unlettered, muse, gray, barbarism, slang, solecism, mannerism, affectation, euphuism, fustian, cacophony, words, break, teeth, words, dislocate, jaw, marinism, inelegant, inelegant, graceless, ungraceful, harsh, abrupt, dry, stiff, cramped, formal, guinde, fr, forced, labored, artificial, mannered, ponderous, awkward, uncourtly, unpolished, turgid, affected, euphuistic, barbarous, uncouth, grotesque, rude, crude, halting, offensive, ears, polite, spoken, language"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,580. Voice ,"voice, vocality, organ, lungs, bellows, good, voice, fine, voice, powerful, voice, loud, musical, voice, intonation, tone, voice, sound, vocalization, cry, strain, utterance, prolation, exclamation, ejaculation, vociferation, ecphonesis, enunciation, articulation, articulate, sound, distinctness, clearness, articulation, stage, whisper, delivery, accent, accentuation, emphasis, stress, broad, accent, strong, accent, pure, accent, native, accent, foreign, accent, pronunciation, word, similarly, pronounced, homonym, orthoepy, cacoepy, euphony, melody, gastriloquism, ventriloquism, ventriloquist, polyphonism, polyphonist, science, voice, phonology, sound, utter, breathe, give, utterance, give, tongue, cry, shout, ejaculate, rap, vocalize, prolate, articulate, enunciate, pronounce, accentuate, aspirate, deliver, mouth, whisper, ear, vocal, phonetic, oral, ejaculatory, articulate, distinct, stertorous, euphonious, melodious, sweetly, sounds, voice, good, woman, massinger, organ, soul, longfellow, thy, voice, celestial, melody, longfellow"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,581. Aphony ,"aphony, aphonia, dumbness, obmutescence, absence, voice, want, voice, dysphony, cacoepy, silence, taciturnity, raucity, harsh, voice, unmusical, voice, falsetto, childish, treble, mute, dummy, keep, silence, speak, low, speak, softly, whisper, faintness, silence, render, mute, render, silent, muzzle, muffle, suppress, smother, gag, strike, dumb, dumfounder, drown, voice, put, silence, stop, ones, mouth, cut, one, short, stick, throat, aphonous, dumb, mute, deafmute, deaf, dumb, mum, tonguetied, breathless, tongueless, voiceless, speechless, wordless, mute, fish, mute, stockfish, mute, mackerel, silent, taciturn, muzzled, inarticulate, inaudible, croaking, raucous, hoarse, husky, dry, hollow, sepulchral, hoarse, raven, rough, bated, breath, finger, lips, sotto, voce, low, tone, cracked, voice, broken, voice, vox, faucibus, haesit, vergil"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,582. Speech ,"speech, faculty, speech, locution, talk, parlance, verbal, intercourse, prolation, oral, communication, word, mouth, parole, palaver, prattle, effusion, oration, recitation, delivery, say, speech, lecture, harangue, sermon, tirade, formal, speech, peroration, speechifying, soliloquy, allocution, conversation, salutatory, screed, valedictory, us, oratory, elocution, eloquence, rhetoric, declamation, grandiloquence, multiloquence, burst, eloquence, facundity, flow, words, command, words, command, language, copia, verborum, power, speech, gift, gab, usus, loquendi, speaker, spokesman, prolocutor, interlocutor, mouthpiece, hermes, orator, oratrix, oratress, demosthenes, cicero, rhetorician, stump, orator, platform, orator, speechmaker, patterer, improvisatore, speak, say, utter, pronounce, deliver, give, utterance, utter, forth, pour, forth, breathe, let, fall, come, rap, blurt, ones, lips, end, ones, tongue, tip, ones, tongue, break, silence, open, ones, lips, open, ones, mouth, lift, ones, voice, raise, ones, voice, give, tongue, wag, tongue, talk, outspeak, put, word, two, hold, forth, make, speech, deliver, speech, speechify, harangue, declaim, stump, flourish, recite, lecture, sermonize, discourse, ones, legs, ones, say, say, ones, say, spout, rant, rave, vent, ones, fury, vent, ones, rage, expatiate, speak, length, speak, ones, mind, go, stump, take, stump, us, soliloquize, tell, inform, speak, talk, together, eloquent, tongue, ones, head, gift, gab, pass, ones, lips, escape, ones, lips, fall, lips, fall, mouth, speaking, spoken, oral, lingual, phonetic, written, unwritten, outspoken, eloquent, elocutionary, oratorical, rhetorical, declamatory, grandiloquent, talkative, ciceronian, nuncupative, tullian, orally, word, mouth, viva, voce, lips, quoth, said, action, eloquence, coriolanus, pour, full, tide, eloquence, along, pope, speaks, poignards, every, word, stabs, much, ado, nothing, speech, broken, light, upon, depth, speech, broken, light, upon, depth, unspoken, eliot, try, thy, eloquence, tis, time, antony, cleopatra"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,583. [Imperfect Speech.]  Stammering ,"inarticulateness, stammering, hesitation, impediment, ones, speech, titubancy, traulism, whisper, faint, sound, lisp, drawl, tardiloquence, nasal, tone, nasal, accent, twang, falsetto, want, voice, broken, voice, broken, accents, broken, sentences, brogue, slip, tongue, lapsus, linouae, stammer, stutter, hesitate, falter, hammer, balbutiate, balbucinate, haw, hum, haw, unable, put, two, words, together, mumble, mutter, maud, mauder, whisper, mince, lisp, jabber, gibber, sputter, splutter, muffle, mump, drawl, mouth, croak, speak, thick, speak, nose, snuffle, clip, ones, words, murder, language, murder, kings, english, murder, queens, english, mispronounce, missay, stammering, inarticulate, guttural, nasal, tremulous, affected, sotto, voce, faintly"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,583. Stammering ,"inarticulateness, stammering, hesitation, impediment, ones, speech, titubancy, traulism, whisper, faint, sound, lisp, drawl, tardiloquence, nasal, tone, nasal, accent, twang, falsetto, want, voice, broken, voice, broken, accents, broken, sentences, brogue, slip, tongue, lapsus, linouae, stammer, stutter, hesitate, falter, hammer, balbutiate, balbucinate, haw, hum, haw, unable, put, two, words, together, mumble, mutter, maud, mauder, whisper, mince, lisp, jabber, gibber, sputter, splutter, muffle, mump, drawl, mouth, croak, speak, thick, speak, nose, snuffle, clip, ones, words, murder, language, murder, kings, english, murder, queens, english, mispronounce, missay, stammering, inarticulate, guttural, nasal, tremulous, affected, sotto, voce, faintly"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,584. Loquacity ,"loquacity, loquaciousness, talkativeness, garrulity, multiloquence, much, speaking, jaw, gabble, jabber, chatter, prate, prattle, cackle, clack, twaddle, twattle, rattle, caquet, caquetterie, fr, blabber, bavardage, bibblebabble, gibblegabble, small, talk, converse, fluency, flippancy, volubility, flowing, tongue, flow, words, flux, de, bouche, fr, flux, de, mots, fr, copia, verborum, cacoethes, loquendi, furor, loquendi, verbosity, diffuseness, gift, gab, eloquence, talker, chatterer, chatterbox, babbler, rattle, ranter, sermonizer, proser, driveler, blatherskite, us, gossip, converse, magpie, jay, parrot, poll, babel, moulin, paroles, fr, loquacious, talk, glibly, pour, forth, patter, prate, palaver, prose, chatter, prattle, clack, jabber, jaw, blather, blatter, blether, rattle, rattle, twaddle, twattle, babble, gabble, outtalk, talk, oneself, breath, talk, oneself, hoarse, expatiate, speak, length, gossip, converse, din, ears, repeat, talk, random, talk, nonsense, hoarse, talking, loquacious, talkative, garrulous, linguacious, multiloquous, largiloquent, chattering, chatty, sociable, declamatory, openmouthed, fluent, voluble, glib, flippant, long, tongued, long, winded, diffuse, trippingly, tongue, glibly, reel, tongue, running, fast, tongue, running, loose, tongue, running, wheels, talk, cider, foul, whisperings, abroad, macbeth, spendthrift, tongue, tempest"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,585. Taciturnity ,"silence, muteness, obmutescence, taciturnity, pauciloquy, costiveness, curtness, reserve, reticence, concealment, man, words, silent, keep, silence, keep, mum, hold, ones, tongue, hold, ones, peace, hold, ones, jaw, speak, say, nothing, keep, ones, counsel, seal, lips, close, lips, button, lips, zipper, lips, put, padlock, lips, put, padlock, mouth, put, bridle, ones, tongue, bite, ones, tongue, keep, ones, tongue, ones, teeth, make, sign, let, word, escape, one, keep, secret, word, say, hush, hush, lay, finger, lips, place, finger, lips, render, mute, stick, ones, throat, silent, mute, mum, silent, post, silent, stone, silent, grave, still, dumb, unconversable, taciturn, sparing, words, closetongued, costive, inconversable, curt, reserved, reticent, concealing, int, shush, tush, silence, mum, hush, chut, hist, tut, chup, mums, word, keep, mouth, shut, vulg, cave, quid, dicis, quando, et, cui, volto, sciolto, pensieri, stretti"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,586. Allocution ,"allocution, alloquy, address, speech, apostrophe, interpellation, appeal, invocation, salutation, word, ear, feigned, dialogue, dialogism, platform, plank, audience, interview, speak, address, accost, make, apostrophize, appeal, invoke, ball, salute, call, halloo, take, aside, take, button, talk, private, lecture, make, speech, int, soho, halloo, hey, hist"
CLASS        IV,DIVISION        II,CLASS        IVDIVISION        II,587. Response ,"see, answer"
